agency_cd,site_no,month,day,year,max_water_temp_c,min_water_temp_c,mean_water_temp_c
USGS,9352900,11,22,2017,3,1.1,2.1
USGS,9352900,11,23,2017,3,1.6,2.4
USGS,9352900,11,24,2017,2.9,1.2,2.2
USGS,9352900,11,25,2017,2.9,1.2,2.2
USGS,9352900,11,26,2017,3.4,1.4,2.4
USGS,9352900,11,27,2017,3.2,1.4,2.4
USGS,9352900,11,28,2017,2.9,1.3,2.3
USGS,9352900,11,29,2017,2.2,1.3,1.9
USGS,9352900,11,30,2017,2.2,0.9,1.6
USGS,9352900,12,1,2017,2.5,1.1,1.8
USGS,9352900,12,2,2017,2.8,1.2,2.1
USGS,9352900,12,3,2017,3.3,1.8,2.5
USGS,9352900,12,4,2017,3.1,0.4,1.6
USGS,9352900,12,5,2017,,,
USGS,9352900,12,6,2017,,,
USGS,9352900,12,7,2017,,,
USGS,9352900,12,8,2017,,,
USGS,9352900,12,9,2017,,,
USGS,9352900,12,10,2017,,,
USGS,9352900,12,11,2017,,,
USGS,9352900,12,12,2017,,,
USGS,9352900,12,13,2017,,,
USGS,9352900,12,14,2017,,,
USGS,9352900,12,15,2017,,,
USGS,9352900,12,16,2017,,,
USGS,9352900,12,17,2017,,,
USGS,9352900,12,18,2017,,,
USGS,9352900,12,19,2017,,,
USGS,9352900,12,20,2017,,,
USGS,9352900,12,21,2017,,,
USGS,9352900,12,22,2017,,,
USGS,9352900,12,23,2017,,,
USGS,9352900,12,24,2017,,,
USGS,9352900,12,25,2017,,,
USGS,9352900,12,26,2017,,,
USGS,9352900,12,27,2017,,,
USGS,9352900,12,28,2017,,,
USGS,9352900,12,29,2017,,,
USGS,9352900,12,30,2017,,,
USGS,9352900,12,31,2017,,,
USGS,9352900,1,1,2018,,,
USGS,9352900,1,2,2018,,,
USGS,9352900,1,3,2018,,,
USGS,9352900,1,4,2018,,,
USGS,9352900,1,5,2018,,,
USGS,9352900,1,6,2018,,,
USGS,9352900,1,7,2018,,,
USGS,9352900,1,8,2018,,,
USGS,9352900,1,9,2018,,,
USGS,9352900,1,10,2018,,,
USGS,9352900,1,11,2018,,,
USGS,9352900,1,12,2018,,,
USGS,9352900,1,13,2018,,,
USGS,9352900,1,14,2018,,,
USGS,9352900,1,15,2018,,,
USGS,9352900,1,16,2018,,,
USGS,9352900,1,17,2018,,,
USGS,9352900,1,18,2018,,,
USGS,9352900,1,19,2018,,,
USGS,9352900,1,20,2018,,,
USGS,9352900,1,21,2018,,,
USGS,9352900,1,22,2018,,,
USGS,9352900,1,23,2018,,,
USGS,9352900,1,24,2018,,,
USGS,9352900,1,25,2018,,,
USGS,9352900,1,26,2018,,,
USGS,9352900,1,27,2018,,,
USGS,9352900,1,28,2018,,,
USGS,9352900,1,29,2018,,,
USGS,9352900,1,30,2018,,,
USGS,9352900,1,31,2018,,,
USGS,9352900,2,1,2018,,,
USGS,9352900,2,2,2018,,,
USGS,9352900,2,3,2018,,,
USGS,9352900,2,4,2018,,,
USGS,9352900,2,5,2018,,,
USGS,9352900,2,6,2018,,,
USGS,9352900,2,7,2018,,,
USGS,9352900,2,8,2018,,,
USGS,9352900,2,9,2018,,,
USGS,9352900,2,10,2018,,,
USGS,9352900,2,11,2018,,,
USGS,9352900,2,12,2018,,,
USGS,9352900,2,13,2018,,,
USGS,9352900,2,14,2018,,,
USGS,9352900,2,15,2018,,,
USGS,9352900,2,16,2018,,,
USGS,9352900,2,17,2018,,,
USGS,9352900,2,18,2018,,,
USGS,9352900,2,19,2018,,,
USGS,9352900,2,20,2018,,,
USGS,9352900,2,21,2018,,,
USGS,9352900,2,22,2018,,,
USGS,9352900,2,23,2018,,,
USGS,9352900,2,24,2018,,,
USGS,9352900,2,25,2018,,,
USGS,9352900,2,26,2018,,,
USGS,9352900,2,27,2018,,,
USGS,9352900,2,28,2018,,,
USGS,9352900,3,1,2018,0.5,0.3,0.3
USGS,9352900,3,2,2018,0.7,0.3,0.4
USGS,9352900,3,3,2018,1.1,0.3,0.6
USGS,9352900,3,4,2018,1.4,0.5,0.9
USGS,9352900,3,5,2018,1.3,0.2,0.5
USGS,9352900,3,6,2018,0.8,0.3,0.4
USGS,9352900,3,7,2018,1,0.3,0.4
USGS,9352900,3,8,2018,2.6,0.5,1.5
USGS,9352900,3,9,2018,3,1.2,2
USGS,9352900,3,10,2018,3.4,1.4,2.3
USGS,9352900,3,11,2018,2.9,1.8,2.4
USGS,9352900,3,12,2018,3.9,2.2,2.9
USGS,9352900,3,13,2018,3.7,1.7,2.7
USGS,9352900,3,14,2018,4.5,2.5,3.4
USGS,9352900,3,15,2018,3.4,1.6,2.6
USGS,9352900,3,16,2018,3.2,0.5,1.9
USGS,9352900,3,17,2018,3.7,0.8,2.2
USGS,9352900,3,18,2018,2.4,0.3,1.2
USGS,9352900,3,19,2018,1,0.3,0.4
USGS,9352900,3,20,2018,1,0.3,0.5
USGS,9352900,3,21,2018,2.8,0.2,1.4
USGS,9352900,3,22,2018,3.9,1.4,2.7
USGS,9352900,3,23,2018,4.8,2.7,3.6
USGS,9352900,3,24,2018,4.3,0.9,2.8
USGS,9352900,3,25,2018,4.5,1.8,3.4
USGS,9352900,3,26,2018,4.9,1.8,3.4
USGS,9352900,3,27,2018,3.2,2.2,2.6
USGS,9352900,3,28,2018,3.9,1,2.6
USGS,9352900,3,29,2018,5,1,3.2
USGS,9352900,3,30,2018,5.7,1.6,3.8
USGS,9352900,3,31,2018,6.3,2.2,4.4
USGS,9352900,4,1,2018,5.9,3.2,4.6
USGS,9352900,4,2,2018,6.8,2.2,4.6
USGS,9352900,4,3,2018,6.5,2.7,4.6
USGS,9352900,4,4,2018,5.4,1.4,3.5
USGS,9352900,4,5,2018,5.2,1.9,3.7
USGS,9352900,4,6,2018,6.6,3,4.7
USGS,9352900,4,7,2018,8.1,4.2,6.1
USGS,9352900,4,8,2018,7.2,3.2,5
USGS,9352900,4,9,2018,6.4,1.3,3.7
USGS,9352900,4,10,2018,7.1,1.4,4.1
USGS,9352900,4,11,2018,7.2,2.5,4.7
USGS,9352900,4,12,2018,5.3,2.9,4
USGS,9352900,4,13,2018,5,1.3,3
USGS,9352900,4,14,2018,5.8,0.4,3
USGS,9352900,4,15,2018,7,1.3,4
USGS,9352900,4,16,2018,5.6,3.3,4.5
USGS,9352900,4,17,2018,6.3,2.7,4.3
USGS,9352900,4,18,2018,6.2,0.8,3.5
USGS,9352900,4,19,2018,5.9,1.4,3.8
USGS,9352900,4,20,2018,4.8,2.5,3.8
USGS,9352900,4,21,2018,7.3,1.7,4.4
USGS,9352900,4,22,2018,7.6,2.6,5.2
USGS,9352900,4,23,2018,7.5,3.2,5.2
USGS,9352900,4,24,2018,7.8,3,5.2
USGS,9352900,4,25,2018,8.2,2.1,4.8
USGS,9352900,4,26,2018,8.2,2,4.7
USGS,9352900,4,27,2018,8.1,2,4.6
USGS,9352900,4,28,2018,7.3,2.4,4.5
USGS,9352900,4,29,2018,8.6,3.5,5.5
USGS,9352900,4,30,2018,7.6,3.3,4.9
USGS,9352900,5,1,2018,5,2.9,3.9
USGS,9352900,5,2,2018,3.8,1.7,2.3
USGS,9352900,5,3,2018,6.2,1.2,3.4
USGS,9352900,5,4,2018,8.6,1.8,4.9
USGS,9352900,5,5,2018,9.6,2.9,5.9
USGS,9352900,5,6,2018,8.1,3.5,5.9
USGS,9352900,5,7,2018,9,3.6,6.1
USGS,9352900,5,8,2018,9.9,3.2,5.9
USGS,9352900,5,9,2018,7.9,3,5.2
USGS,9352900,5,10,2018,9.3,3.2,5.6
USGS,9352900,5,11,2018,8.3,3.6,5.6
USGS,9352900,5,12,2018,8.9,3.6,5.8
USGS,9352900,5,13,2018,8.8,4.1,5.8
USGS,9352900,5,14,2018,8.6,2.4,5.2
USGS,9352900,5,15,2018,9.3,2.6,5.5
USGS,9352900,5,16,2018,9.6,2.8,5.8
USGS,9352900,5,17,2018,9.3,2.9,5.8
USGS,9352900,5,18,2018,9.4,3.1,5.9
USGS,9352900,5,19,2018,6.2,3,4.6
USGS,9352900,5,20,2018,7.6,3.4,5.5
USGS,9352900,5,21,2018,8.5,4.1,6.2
USGS,9352900,5,22,2018,6.6,4.4,5.5
USGS,9352900,5,23,2018,9.3,3.6,6.2
USGS,9352900,5,24,2018,11,4.1,7.2
USGS,9352900,5,25,2018,11.1,4,7.3
USGS,9352900,5,26,2018,8.8,3.9,6.5
USGS,9352900,5,27,2018,10.7,4.3,7.4
USGS,9352900,5,28,2018,9.8,4.1,6.6
USGS,9352900,5,29,2018,11,4.6,7.6
USGS,9352900,5,30,2018,8.9,5.1,7.1
USGS,9352900,5,31,2018,11.7,5,8.1
USGS,9352900,6,1,2018,10.4,4.7,7.7
USGS,9352900,6,2,2018,11.7,4.4,8
USGS,9352900,6,3,2018,9.3,6.3,7.6
USGS,9352900,6,4,2018,10.9,5.1,7.9
USGS,9352900,6,5,2018,12.8,6.1,9.3
USGS,9352900,6,6,2018,11.3,6.2,8.9
USGS,9352900,6,7,2018,12.9,6.6,9.6
USGS,9352900,6,8,2018,12.6,6.3,9.4
USGS,9352900,6,9,2018,13.1,6.2,9.5
USGS,9352900,6,10,2018,12.5,6.6,9.6
USGS,9352900,6,11,2018,12.3,6.6,9.5
USGS,9352900,6,12,2018,12.6,7.1,9.9
USGS,9352900,6,13,2018,11.4,7.5,9.7
USGS,9352900,6,14,2018,12,8.1,10
USGS,9352900,6,15,2018,12.7,8.1,10.4
USGS,9352900,6,16,2018,11.2,9.5,9.9
USGS,9352900,6,17,2018,9.9,8.8,9.4
USGS,9352900,6,18,2018,13.3,7.4,10
USGS,9352900,6,19,2018,13.5,7.2,10.2
USGS,9352900,6,20,2018,14.1,7.1,10.6
USGS,9352900,6,21,2018,14.4,8,11.2
USGS,9352900,6,22,2018,14.4,8.3,11.3
USGS,9352900,6,23,2018,14.2,7.9,11.1
USGS,9352900,6,24,2018,14.2,8.2,11.3
USGS,9352900,6,25,2018,14.4,8.1,11.4
USGS,9352900,6,26,2018,14.2,8.6,11.6
USGS,9352900,6,27,2018,13.3,9.4,11.6
USGS,9352900,6,28,2018,14.8,9.4,12.3
USGS,9352900,6,29,2018,14.3,9.5,12.2
USGS,9352900,6,30,2018,13.9,9.6,12
USGS,9352900,7,1,2018,14,9.7,12
USGS,9352900,7,2,2018,13.6,9.5,11.7
USGS,9352900,7,3,2018,14.5,9.7,12.2
USGS,9352900,7,4,2018,14.6,9.6,12.2
USGS,9352900,7,5,2018,14.4,10.8,12.9
USGS,9352900,7,6,2018,15.2,10.7,13.1
USGS,9352900,7,7,2018,14.6,11.1,13
USGS,9352900,7,8,2018,14,11.2,12.8
USGS,9352900,7,9,2018,15.6,10.5,13
USGS,9352900,7,10,2018,14.7,11.7,13.4
USGS,9352900,7,11,2018,13.8,11,12.4
USGS,9352900,7,12,2018,13.3,11,12.1
USGS,9352900,7,13,2018,13.3,11.1,12.4
USGS,9352900,7,14,2018,14.6,11.9,13.4
USGS,9352900,7,15,2018,13.9,12.1,13.1
USGS,9352900,7,16,2018,13.8,11.6,12.8
USGS,9352900,7,17,2018,14.9,11.6,13.2
USGS,9352900,7,18,2018,16.1,11.3,13.8
USGS,9352900,7,19,2018,16.3,12.3,14.4
USGS,9352900,7,20,2018,16.5,13.7,15.2
USGS,9352900,7,21,2018,17.2,12.7,14.9
USGS,9352900,7,22,2018,16.9,12.4,14.6
USGS,9352900,7,23,2018,16,12.5,14.3
USGS,9352900,7,24,2018,14.6,11.3,13.4
USGS,9352900,7,25,2018,14.8,11.6,13.3
USGS,9352900,7,26,2018,15.3,12.1,13.7
USGS,9352900,7,27,2018,13.9,11,12.3
USGS,9352900,7,28,2018,12.8,9.6,11.2
USGS,9352900,7,29,2018,14,9.6,11.9
USGS,9352900,7,30,2018,15.4,10.7,13.1
USGS,9352900,7,31,2018,15.5,10.6,13.2
USGS,9352900,8,1,2018,14.1,11.2,12.9
USGS,9352900,8,2,2018,14.8,11.6,13.3
USGS,9352900,8,3,2018,14.8,12.7,13.7
USGS,9352900,8,4,2018,15.2,11.4,13.2
USGS,9352900,8,5,2018,15.6,11.7,13.6
USGS,9352900,8,6,2018,14.3,11.6,13.2
USGS,9352900,8,7,2018,15.3,11.2,13.4
USGS,9352900,8,8,2018,14.9,11.2,13.3
USGS,9352900,8,9,2018,13.7,11.5,12.8
USGS,9352900,8,10,2018,13.2,11.5,12.5
USGS,9352900,8,11,2018,15.1,10.1,12.7
USGS,9352900,8,12,2018,13.8,11.5,12.9
USGS,9352900,8,13,2018,14.4,10.5,12.6
USGS,9352900,8,14,2018,13.4,11.5,12.5
USGS,9352900,8,15,2018,13.3,11.1,12.2
USGS,9352900,8,16,2018,13.9,12,12.9
USGS,9352900,8,17,2018,14.2,11.6,12.7
USGS,9352900,8,18,2018,13.8,11.2,12.5
USGS,9352900,8,19,2018,14.6,10.5,12.7
USGS,9352900,8,20,2018,14.2,10.1,12.5
USGS,9352900,8,21,2018,14.1,11.7,13
USGS,9352900,8,22,2018,13.3,11.6,12.5
USGS,9352900,8,23,2018,14.1,10.8,12.3
USGS,9352900,8,24,2018,13.9,10.1,12.2
USGS,9352900,8,25,2018,13,11,12.3
USGS,9352900,8,26,2018,13.2,10,11.6
USGS,9352900,8,27,2018,13.5,9.4,11.5
USGS,9352900,8,28,2018,13.3,8.8,11.2
USGS,9352900,8,29,2018,13.3,8.7,11.2
USGS,9352900,8,30,2018,13.7,9.2,11.6
USGS,9352900,8,31,2018,12.3,9.8,11.2
USGS,9352900,9,1,2018,11.3,9.7,10.6
USGS,9352900,9,2,2018,10.7,9.4,9.9
USGS,9352900,9,3,2018,10.4,8.6,9.4
USGS,9352900,9,4,2018,10.6,8,9.2
USGS,9352900,9,5,2018,13.2,9.2,11.1
USGS,9352900,9,6,2018,12,9.7,11
USGS,9352900,9,7,2018,11.8,8.3,10.2
USGS,9352900,9,8,2018,12.9,9.1,11.1
USGS,9352900,9,9,2018,12.7,10,11.4
USGS,9352900,9,10,2018,12.3,9.3,10.9
USGS,9352900,9,11,2018,12.9,9.8,11.1
USGS,9352900,9,12,2018,12.5,8.6,10.7
USGS,9352900,9,13,2018,12.2,8.6,10.6
USGS,9352900,9,14,2018,12,8.2,10.3
USGS,9352900,9,15,2018,12.5,9,10.9
USGS,9352900,9,16,2018,11.6,9.8,10.9
USGS,9352900,9,17,2018,11.7,9.4,10.7
USGS,9352900,9,18,2018,12.4,9.5,10.9
USGS,9352900,9,19,2018,11.5,9.7,10.3
USGS,9352900,9,20,2018,13,9.5,11.1
USGS,9352900,9,21,2018,11.9,8.6,10.5
USGS,9352900,9,22,2018,11.5,8.5,10.2
USGS,9352900,9,23,2018,11.6,8.6,10.2
USGS,9352900,9,24,2018,11.2,9.2,10.2
USGS,9352900,9,25,2018,11.7,8.7,9.8
USGS,9352900,9,26,2018,11,7.5,9.2
USGS,9352900,9,27,2018,10.2,6.6,8.5
USGS,9352900,9,28,2018,10.6,6.9,8.7
USGS,9352900,9,29,2018,10.5,7.1,8.7
USGS,9352900,9,30,2018,11.1,7.6,9.4
USGS,9352900,10,1,2018,10.2,9.5,9.9
USGS,9352900,10,2,2018,10.2,9.4,9.8
USGS,9352900,10,3,2018,12.2,8.5,10.2
USGS,9352900,10,4,2018,10,7.8,9.2
USGS,9352900,10,5,2018,8.6,6,7.4
USGS,9352900,10,6,2018,8.3,5.9,7.1
USGS,9352900,10,7,2018,7.6,5,6.6
USGS,9352900,10,8,2018,5.2,3.9,4.6
USGS,9352900,10,9,2018,5.9,4,4.9
USGS,9352900,10,10,2018,5,3.3,4.2
USGS,9352900,10,11,2018,4.3,3.5,3.9
USGS,9352900,10,12,2018,7.6,3.6,5.3
USGS,9352900,10,13,2018,7.3,3,5.1
USGS,9352900,10,14,2018,5.9,3.4,4.7
USGS,9352900,10,15,2018,4.7,0.9,2.8
USGS,9352900,10,16,2018,6.2,1.4,3.5
USGS,9352900,10,17,2018,4.9,4,4.5
USGS,9352900,10,18,2018,5.5,3,4.3
USGS,9352900,10,19,2018,6.3,2.8,4.5
USGS,9352900,10,20,2018,6.4,2.5,4.4
USGS,9352900,10,21,2018,6.8,2.8,4.7
USGS,9352900,10,22,2018,6.7,3.6,5.2
USGS,9352900,10,23,2018,6.2,5.1,5.6
USGS,9352900,10,24,2018,7.4,4.8,5.8
USGS,9352900,10,25,2018,5.5,3.1,4.4
USGS,9352900,10,26,2018,6.4,2.7,4.4
USGS,9352900,10,27,2018,6.5,2.5,4.4
USGS,9352900,10,28,2018,6.6,2.9,4.6
USGS,9352900,10,29,2018,6.7,2.9,4.7
USGS,9352900,10,30,2018,5.1,3.6,4.3
USGS,9352900,10,31,2018,5.1,2.4,3.7
USGS,9352900,11,1,2018,3.9,1.3,2.7
USGS,9352900,11,2,2018,4.4,1,2.6
USGS,9352900,11,3,2018,4,1.9,3
USGS,9352900,11,4,2018,3.4,0.8,2.2
USGS,9352900,11,5,2018,3.9,1.8,2.8
USGS,9352900,11,6,2018,3.3,0.6,2
USGS,9352900,11,7,2018,3,0.3,1.6
USGS,9352900,11,8,2018,2.6,0.4,1.5
USGS,9352900,11,9,2018,1.1,0.3,0.6
USGS,9352900,11,10,2018,1.2,0.3,0.6
USGS,9352900,11,11,2018,2.2,0.3,1.1
USGS,9352900,11,12,2018,0.9,0.3,0.4
USGS,9352900,11,13,2018,0.7,0.3,0.4
USGS,9352900,11,14,2018,0.6,0.3,0.4
USGS,9352900,11,15,2018,1.7,0.3,0.8
USGS,9352900,11,16,2018,2.1,0.3,1.2
USGS,9352900,11,17,2018,2,0.3,1.1
USGS,9352900,11,18,2018,1.8,0.3,1
USGS,9352900,11,19,2018,1,0.3,0.5
USGS,9352900,11,20,2018,0.8,0.3,0.5
USGS,9352900,11,21,2018,1,0.3,0.6
USGS,9352900,11,22,2018,0.6,0.3,0.4
USGS,9352900,11,23,2018,1.2,0.3,0.6
USGS,9352900,11,24,2018,1.6,0.4,1
USGS,9352900,11,25,2018,0.6,0.3,0.4
USGS,9352900,11,26,2018,0.5,0.3,0.4
USGS,9352900,11,27,2018,0.5,0.3,0.4
USGS,9352900,11,28,2018,0.5,0.3,0.4
USGS,9352900,11,29,2018,1.2,0.4,0.7
USGS,9352900,11,30,2018,1.1,0.3,0.7
USGS,9352900,12,1,2018,,,
USGS,9352900,12,2,2018,,,
USGS,9352900,12,3,2018,,,
USGS,9352900,12,4,2018,,,
USGS,9352900,12,5,2018,,,
USGS,9352900,12,6,2018,,,
USGS,9352900,12,7,2018,,,
USGS,9352900,12,8,2018,,,
USGS,9352900,12,9,2018,,,
USGS,9352900,12,10,2018,,,
USGS,9352900,12,11,2018,,,
USGS,9352900,12,12,2018,,,
USGS,9352900,12,13,2018,,,
USGS,9352900,12,14,2018,,,
USGS,9352900,12,15,2018,,,
USGS,9352900,12,16,2018,,,
USGS,9352900,12,17,2018,,,
USGS,9352900,12,18,2018,,,
USGS,9352900,12,19,2018,,,
USGS,9352900,12,20,2018,,,
USGS,9352900,12,21,2018,,,
USGS,9352900,12,22,2018,,,
USGS,9352900,12,23,2018,,,
USGS,9352900,12,24,2018,,,
USGS,9352900,12,25,2018,,,
USGS,9352900,12,26,2018,,,
USGS,9352900,12,27,2018,,,
USGS,9352900,12,28,2018,,,
USGS,9352900,12,29,2018,,,
USGS,9352900,12,30,2018,,,
USGS,9352900,12,31,2018,,,
USGS,9352900,1,1,2019,,,
USGS,9352900,1,2,2019,,,
USGS,9352900,1,3,2019,,,
USGS,9352900,1,4,2019,,,
USGS,9352900,1,5,2019,,,
USGS,9352900,1,6,2019,,,
USGS,9352900,1,7,2019,,,
USGS,9352900,1,8,2019,,,
USGS,9352900,1,9,2019,,,
USGS,9352900,1,10,2019,,,
USGS,9352900,1,11,2019,,,
USGS,9352900,1,12,2019,,,
USGS,9352900,1,13,2019,,,
USGS,9352900,1,14,2019,,,
USGS,9352900,1,15,2019,,,
USGS,9352900,1,16,2019,,,
USGS,9352900,1,17,2019,,,
USGS,9352900,1,18,2019,,,
USGS,9352900,1,19,2019,,,
USGS,9352900,1,20,2019,,,
USGS,9352900,1,21,2019,,,
USGS,9352900,1,22,2019,,,
USGS,9352900,1,23,2019,,,
USGS,9352900,1,24,2019,,,
USGS,9352900,1,25,2019,,,
USGS,9352900,1,26,2019,,,
USGS,9352900,1,27,2019,,,
USGS,9352900,1,28,2019,,,
USGS,9352900,1,29,2019,,,
USGS,9352900,1,30,2019,,,
USGS,9352900,1,31,2019,,,
USGS,9352900,2,1,2019,,,
USGS,9352900,2,2,2019,,,
USGS,9352900,2,3,2019,,,
USGS,9352900,2,4,2019,,,
USGS,9352900,2,5,2019,,,
USGS,9352900,2,6,2019,,,
USGS,9352900,2,7,2019,,,
USGS,9352900,2,8,2019,,,
USGS,9352900,2,9,2019,,,
USGS,9352900,2,10,2019,,,
USGS,9352900,2,11,2019,,,
USGS,9352900,2,12,2019,,,
USGS,9352900,2,13,2019,,,
USGS,9352900,2,14,2019,,,
USGS,9352900,2,15,2019,,,
USGS,9352900,2,16,2019,,,
USGS,9352900,2,17,2019,,,
USGS,9352900,2,18,2019,,,
USGS,9352900,2,19,2019,,,
USGS,9352900,2,20,2019,,,
USGS,9352900,2,21,2019,,,
USGS,9352900,2,22,2019,,,
USGS,9352900,2,23,2019,,,
USGS,9352900,2,24,2019,,,
USGS,9352900,2,25,2019,,,
USGS,9352900,2,26,2019,,,
USGS,9352900,2,27,2019,,,
USGS,9352900,2,28,2019,,,
USGS,9352900,3,1,2019,0.6,0.4,0.5
USGS,9352900,3,2,2019,0.8,0.5,0.6
USGS,9352900,3,3,2019,1,0.5,0.8
USGS,9352900,3,4,2019,1.6,0.8,1.1
USGS,9352900,3,5,2019,1.6,0.5,1.1
USGS,9352900,3,6,2019,1.5,1,1.3
USGS,9352900,3,7,2019,1.3,0.8,1.1
USGS,9352900,3,8,2019,1.1,0.8,0.9
USGS,9352900,3,9,2019,1.3,0.5,0.9
USGS,9352900,3,10,2019,1.9,0.6,1.2
USGS,9352900,3,11,2019,1.5,0.9,1.2
USGS,9352900,3,12,2019,0.9,0.4,0.5
USGS,9352900,3,13,2019,1.1,0.4,0.7
USGS,9352900,3,14,2019,1.5,0.3,0.9
USGS,9352900,3,15,2019,1.9,0.3,1.1
USGS,9352900,3,16,2019,2.1,0.6,1.4
USGS,9352900,3,17,2019,2.3,0.9,1.6
USGS,9352900,3,18,2019,2.1,1.1,1.6
USGS,9352900,3,19,2019,2.6,1.1,1.7
USGS,9352900,3,20,2019,2.6,0.8,1.7
USGS,9352900,3,21,2019,1.6,1.1,1.4
USGS,9352900,3,22,2019,2.3,0.9,1.3
USGS,9352900,3,23,2019,2.1,0.5,1.4
USGS,9352900,3,24,2019,2.5,1.6,1.9
USGS,9352900,3,25,2019,3.2,1,2
USGS,9352900,3,26,2019,3,1.3,2
USGS,9352900,3,27,2019,3,1,1.8
USGS,9352900,3,28,2019,3.2,1,1.5
USGS,9352900,3,29,2019,2.5,0.7,1.4
USGS,9352900,3,30,2019,3.8,0.7,2
USGS,9352900,3,31,2019,2.3,1,1.7
USGS,9352900,4,1,2019,3.4,0.5,2
USGS,9352900,4,2,2019,3.7,1.3,2.5
USGS,9352900,4,3,2019,3,1.8,2.4
USGS,9352900,4,4,2019,4.3,1.3,2.7
USGS,9352900,4,5,2019,4.5,1.7,2.8
USGS,9352900,4,6,2019,3.6,1.5,2.4
USGS,9352900,4,7,2019,4.7,1.4,2.4
USGS,9352900,4,8,2019,4.4,1,2
USGS,9352900,4,9,2019,3.1,1,1.9
USGS,9352900,4,10,2019,2.1,1.6,1.8
USGS,9352900,4,11,2019,4.5,1.4,2.6
USGS,9352900,4,12,2019,4.2,0.7,2.4
USGS,9352900,4,13,2019,5.1,1.1,2.8
USGS,9352900,4,14,2019,5.5,1.1,3
USGS,9352900,4,15,2019,4.9,1.7,3.1
USGS,9352900,4,16,2019,4.1,2.5,3.2
USGS,9352900,4,17,2019,5.5,2,3.3
USGS,9352900,4,18,2019,6,1.7,3.1
USGS,9352900,4,19,2019,6,1.5,2.8
USGS,9352900,4,20,2019,4,1.5,2.6
USGS,9352900,4,21,2019,5.5,2.3,3.4
USGS,9352900,4,22,2019,5,2.3,3.4
USGS,9352900,4,23,2019,4.7,2.9,3.6
USGS,9352900,4,24,2019,6.2,2.3,3.7
USGS,9352900,4,25,2019,5.2,2.2,3.3
USGS,9352900,4,26,2019,4.9,2,3.3
USGS,9352900,4,27,2019,5.5,2.7,3.6
USGS,9352900,4,28,2019,5.7,2.9,3.9
USGS,9352900,4,29,2019,4,2.8,3.4
USGS,9352900,4,30,2019,4,1.9,3.1
USGS,9352900,5,1,2019,5.4,3,3.8
USGS,9352900,5,2,2019,5.9,2.6,3.9
USGS,9352900,5,3,2019,7.5,2.1,4.3
USGS,9352900,5,4,2019,6.2,2.5,4.1
USGS,9352900,5,5,2019,5.8,2.6,4
USGS,9352900,5,6,2019,6.9,2.7,4.5
USGS,9352900,5,7,2019,6.8,3.2,4.5
USGS,9352900,5,8,2019,4.6,2.5,3.6
USGS,9352900,5,9,2019,4.4,2.9,3.5
USGS,9352900,5,10,2019,4.9,2.9,3.8
USGS,9352900,5,11,2019,8.1,2.7,4.9
USGS,9352900,5,12,2019,8.2,2.5,4.8
USGS,9352900,5,13,2019,7.8,2.6,4.7
USGS,9352900,5,14,2019,7,2.7,4.3
USGS,9352900,5,15,2019,6.2,2.7,4.1
USGS,9352900,5,16,2019,5.9,3.1,4.3
USGS,9352900,5,17,2019,4.4,2.4,3.3
USGS,9352900,5,18,2019,6.1,2.5,3.9
USGS,9352900,5,19,2019,4.8,2.6,3.6
USGS,9352900,5,20,2019,3.6,2.4,3.1
USGS,9352900,5,21,2019,5.9,1.7,3.3
USGS,9352900,5,22,2019,3.8,2.1,2.9
USGS,9352900,5,23,2019,3.8,2.4,3.3
USGS,9352900,5,24,2019,7.2,1.5,4
USGS,9352900,5,25,2019,8.6,2.2,5
USGS,9352900,5,26,2019,5.1,2.8,4.1
USGS,9352900,5,27,2019,5.5,3.2,4.2
USGS,9352900,5,28,2019,6.4,2.5,4.3
USGS,9352900,5,29,2019,6.2,2.4,4.2
USGS,9352900,5,30,2019,6.7,2.5,4.6
USGS,9352900,5,31,2019,7.3,2.9,5
USGS,9352900,6,1,2019,8.5,3.4,5.4
USGS,9352900,6,2,2019,7.7,3.4,4.8
USGS,9352900,6,3,2019,7.3,3.1,4.6
USGS,9352900,6,4,2019,6.1,3.1,4.3
USGS,9352900,6,5,2019,6.6,3.6,4.7
USGS,9352900,6,6,2019,7.7,3.4,4.8
USGS,9352900,6,7,2019,6.4,3.5,4.5
USGS,9352900,6,8,2019,7.2,3.3,4.6
USGS,9352900,6,9,2019,7.2,3.4,4.7
USGS,9352900,6,10,2019,7.1,3.2,4.6
USGS,9352900,6,11,2019,7.3,3.4,4.8
USGS,9352900,6,12,2019,7.7,3.5,4.9
USGS,9352900,6,13,2019,6.7,3.7,4.9
USGS,9352900,6,14,2019,7.4,3.8,5
USGS,9352900,6,15,2019,6,3.7,4.7
USGS,9352900,6,16,2019,6.9,3.7,5
USGS,9352900,6,17,2019,6.9,3.9,5.1
USGS,9352900,6,18,2019,5.8,3.8,4.7
USGS,9352900,6,19,2019,8.3,3.8,5.5
USGS,9352900,6,20,2019,7.4,4,5.2
USGS,9352900,6,21,2019,7.6,3.5,5.1
USGS,9352900,6,22,2019,5.3,3.8,4.6
USGS,9352900,6,23,2019,7.5,2.6,4.8
USGS,9352900,6,24,2019,8.1,3.2,5.3
USGS,9352900,6,25,2019,8.6,3.4,5.4
USGS,9352900,6,26,2019,8.3,3.9,5.6
USGS,9352900,6,27,2019,8.8,4.2,5.9
